	name	cat	situation	title	response	word	city
10	陳淑華	民政		為改善公立殯葬設施附近地區居住環境及生活品質，建請市府依本市自治條例，規劃各納骨堂(塔)所在里之回饋經費，促進地方發展案。 	照審查意見通過。 	['改善', '公立', '殯葬', '設施', '附近', '地區', '居住', '環境', '生活', '品質', '建請', '市府', '自治', '條例', '規劃', '納骨堂', '所在', '回饋', '經費', '促進', '地方', '發展']	台中市
11	楊典忠	民政		建請市府將市籍中低收入戶納入免費使用公立殯葬設施對象，以減輕中低收入戶家庭與家屬負擔案。 	照審查意見通過。 	['建請', '市府', '市籍', '中低收入戶', '納入', '免費', '使用', '公立', '殯葬', '設施', '對象', '減輕', '中低收入戶', '家庭', '家屬', '負擔']	台中市
12	鄭功進	民政		建請市府將市籍中低收入戶納入免費使用公立殯葬設施對象，以減輕中低收入戶家庭與家屬負擔案。 	照審查意見通過。 	['建請', '市府', '市籍', '中低收入戶', '納入', '免費', '使用', '公立', '殯葬', '設施', '對象', '減輕', '中低收入戶', '家庭', '家屬', '負擔']	台中市
13	陳淑華	民政		建請市府將市籍中低收入戶納入免費使用公立殯葬設施對象，以減輕中低收入戶家庭與家屬負擔案。 	照審查意見通過。 	['建請', '市府', '市籍', '中低收入戶', '納入', '免費', '使用', '公立', '殯葬', '設施', '對象', '減輕', '中低收入戶', '家庭', '家屬', '負擔']	台中市
14	羅廷瑋	社會		建請市府研議「文小38」未來是否可以成立公共托育中心，或是比照南屯區或北區設立一個親子館案。 	照審查意見通過。 	['建請', '市府', '研議', '文小', '38', '成立', '公共', '托育', '中心', '或是', '比照', '南屯區', '北區', '設立', '親子館']	台中市
15	朱元宏	社會		為強化社區公共設施，發揮部落自治功能，進而強化部落原住民傳統文化組織活動，建請興建社區活動中心案。 	照審查意見通過。 	['強化', '社區', '公共', '設施', '發揮', '部落', '自治', '功能', '進而', '強化', '部落', '原住民', '傳統', '文化', '組織', '活動', '建請', '興建', '社區', '活動', '中心']	台中市
16	林榮進	社會		為強化社區公共設施，發揮部落自治功能，進而強化部落原住民傳統文化組織活動，建請興建社區活動中心案。 	照審查意見通過。 	['強化', '社區', '公共', '設施', '發揮', '部落', '自治', '功能', '進而', '強化', '部落', '原住民', '傳統', '文化', '組織', '活動', '建請', '興建', '社區', '活動', '中心']	台中市
17	黃仁	社會		為強化社區公共設施，發揮部落自治功能，進而強化部落原住民傳統文化組織活動，建請興建社區活動中心案。 	照審查意見通過。 	['強化', '社區', '公共', '設施', '發揮', '部落', '自治', '功能', '進而', '強化', '部落', '原住民', '傳統', '文化', '組織', '活動', '建請', '興建', '社區', '活動', '中心']	台中市
18	吳敏濟	社會		為強化社區公共設施，發揮部落自治功能，進而強化部落原住民傳統文化組織活動，建請興建社區活動中心案。 	照審查意見通過。 	['強化', '社區', '公共', '設施', '發揮', '部落', '自治', '功能', '進而', '強化', '部落', '原住民', '傳統', '文化', '組織', '活動', '建請', '興建', '社區', '活動', '中心']	台中市
19	何敏誠	社會		為強化社區公共設施，發揮部落自治功能，進而強化部落原住民傳統文化組織活動，建請興建社區活動中心案。 	照審查意見通過。 	['強化', '社區', '公共', '設施', '發揮', '部落', '自治', '功能', '進而', '強化', '部落', '原住民', '傳統', '文化', '組織', '活動', '建請', '興建', '社區', '活動', '中心']	台中市
20	邱素貞	社會		為強化社區公共設施，發揮部落自治功能，進而強化部落原住民傳統文化組織活動，建請興建社區活動中心案。 	照審查意見通過。 	['強化', '社區', '公共', '設施', '發揮', '部落', '自治', '功能', '進而', '強化', '部落', '原住民', '傳統', '文化', '組織', '活動', '建請', '興建', '社區', '活動', '中心']	台中市
21	冉齡軒	社會		為強化社區公共設施，發揮部落自治功能，進而強化部落原住民傳統文化組織活動，建請興建社區活動中心案。 	照審查意見通過。 	['強化', '社區', '公共', '設施', '發揮', '部落', '自治', '功能', '進而', '強化', '部落', '原住民', '傳統', '文化', '組織', '活動', '建請', '興建', '社區', '活動', '中心']	台中市
22	徐瑄灃	社會		為強化社區公共設施，發揮部落自治功能，進而強化部落原住民傳統文化組織活動，建請興建社區活動中心案。 	照審查意見通過。 	['強化', '社區', '公共', '設施', '發揮', '部落', '自治', '功能', '進而', '強化', '部落', '原住民', '傳統', '文化', '組織', '活動', '建請', '興建', '社區', '活動', '中心']	台中市
23	張家銨	社會		為強化社區公共設施，發揮部落自治功能，進而強化部落原住民傳統文化組織活動，建請興建社區活動中心案。 	照審查意見通過。 	['強化', '社區', '公共', '設施', '發揮', '部落', '自治', '功能', '進而', '強化', '部落', '原住民', '傳統', '文化', '組織', '活動', '建請', '興建', '社區', '活動', '中心']	台中市
24	沈佑蓮	社會		北屯區「細體一」用地，原同榮里新興社區活動中心拆除案。 	照審查意見通過。 	['北屯區', '細體', '用地', '同榮里', '新興', '社區', '活動', '中心', '拆除案']	台中市
25	李天生	社會		建請撥用舊省政府教育廳檔案大樓，活化利用閒置空間案。 	照審查意見通過。 	['建請', '撥用', '省政府', '教育廳', '檔案', '大樓', '活化', '利用', '閒置', '空間']	台中市
26	曾朝榮	社會		建請市府於北屯區規劃設置兒童親子館案。 	照審查意見通過。 	['建請', '市府', '北屯區', '規劃', '設置', '兒童', '親子館']	台中市
27	李天生	社會		建請市府於北屯區規劃設置兒童親子館案。 	照審查意見通過。 	['建請', '市府', '北屯區', '規劃', '設置', '兒童', '親子館']	台中市
28	沈佑蓮	交通		建請市政府儘速研議敬老愛心卡搭乘臺鐵區間車案。 	照審查意見通過。 	['建請', '市政府', '研議', '敬老', '愛心卡', '搭乘', '臺鐵', '區間車']	台中市
29	沈佑蓮	交通		建請市政府增加廍子里公車班次案。 	照審查意見通過。 	['建請', '市政府', '增加', '廍子里', '公車', '班次']	台中市
30	黃健豪	交通		建請市政府增加廍子里公車班次案。 	照審查意見通過。 	['建請', '市政府', '增加', '廍子里', '公車', '班次']	台中市
31	林德宇	交通		建請市政府公運處新增或調整本市公車可自大里區進士公園直達新建國市場之路線案。 	照審查意見通過。 	['建請', '市政府', '公運處', '新增', '調整', '公車', '大里區', '進士', '公園', '直達', '建國', '市場', '路線']	台中市
32	謝志忠	交通		建請市政府公運處新增或調整本市公車可自大里區進士公園直達新建國市場之路線案。 	照審查意見通過。 	['建請', '市政府', '公運處', '新增', '調整', '公車', '大里區', '進士', '公園', '直達', '建國', '市場', '路線']	台中市
33	張玉嬿	交通		建請市政府公運處新增或調整本市公車可自大里區進士公園直達新建國市場之路線案。 	照審查意見通過。 	['建請', '市政府', '公運處', '新增', '調整', '公車', '大里區', '進士', '公園', '直達', '建國', '市場', '路線']	台中市
34	林德宇	交通		建請市政府將市公車59號及107號終點自霧峰舊正擇一延至南投縣草屯鎮案。 	照審查意見通過。 	['建請', '市政府', '市公車', '59號', '107號', '終點', '霧峰', '舊正', '延至', '南投縣', '草屯鎮']	台中市
35	謝志忠	交通		建請市政府將市公車59號及107號終點自霧峰舊正擇一延至南投縣草屯鎮案。 	照審查意見通過。 	['建請', '市政府', '市公車', '59號', '107號', '終點', '霧峰', '舊正', '延至', '南投縣', '草屯鎮']	台中市
36	張玉嬿	交通		建請市政府將市公車59號及107號終點自霧峰舊正擇一延至南投縣草屯鎮案。 	照審查意見通過。 	['建請', '市政府', '市公車', '59號', '107號', '終點', '霧峰', '舊正', '延至', '南投縣', '草屯鎮']	台中市
37	張家銨	交通		建請市政府新闢烏日高鐵特區，經高鐵臺中站、烏日市區，至豐樂雕塑公園、好市多等地區之公車路線案。 	照審查意見通過。 	['建請', '市政府', '烏日', '高鐵', '特區', '高鐵', '臺中站', '烏日', '市區', '豐樂', '雕塑', '公園', '好市多', '地區', '公車', '路線']	台中市
38	張家銨	交通		建請市政府評估推動將市公車800路（捷運北屯總站－仁友停車場），經松竹路延伸行駛至大坑經補庫地區（大坑9號步道）案。 	照審查意見通過。 	['建請', '市政府', '評估', '推動', '公車', '800', '捷運', '北屯', '總站', '仁友', '停車場', '松竹路', '延伸', '行駛', '大坑', '補庫', '地區', '大坑', '9號', '步道']	台中市
39	曾朝榮	交通		建請市政府評估推動將市公車800路（捷運北屯總站－仁友停車場），經松竹路延伸行駛至大坑經補庫地區（大坑9號步道）案。 	照審查意見通過。 	['建請', '市政府', '評估', '推動', '公車', '800', '捷運', '北屯', '總站', '仁友', '停車場', '松竹路', '延伸', '行駛', '大坑', '補庫', '地區', '大坑', '9號', '步道']	台中市
40	楊典忠	交通		建請市政府加強宣傳688號及111號海線觀光公車，促進海線地區各旅遊景點交通宣傳，提升海線觀光發展案。 	照審查意見通過。 	['建請', '市政府', '加強', '宣傳', '688', '111號', '海線', '觀光', '公車', '促進', '海線', '地區', '旅遊', '景點', '交通', '宣傳', '提升', '海線', '觀光', '發展案']	台中市
41	鄭功進	交通		建請市政府加強宣傳688號及111號海線觀光公車，促進海線地區各旅遊景點交通宣傳，提升海線觀光發展案。 	照審查意見通過。 	['建請', '市政府', '加強', '宣傳', '688', '111號', '海線', '觀光', '公車', '促進', '海線', '地區', '旅遊', '景點', '交通', '宣傳', '提升', '海線', '觀光', '發展案']	台中市
42	陳淑華	交通		建請市政府加強宣傳688號及111號海線觀光公車，促進海線地區各旅遊景點交通宣傳，提升海線觀光發展案。 	照審查意見通過。 	['建請', '市政府', '加強', '宣傳', '688', '111號', '海線', '觀光', '公車', '促進', '海線', '地區', '旅遊', '景點', '交通', '宣傳', '提升', '海線', '觀光', '發展案']	台中市
43	陳廷秀	交通		建請市政府加強宣傳688號及111號海線觀光公車，促進海線地區各旅遊景點交通宣傳，提升海線觀光發展案。 	照審查意見通過。 	['建請', '市政府', '加強', '宣傳', '688', '111號', '海線', '觀光', '公車', '促進', '海線', '地區', '旅遊', '景點', '交通', '宣傳', '提升', '海線', '觀光', '發展案']	台中市
44	李榮鴻	交通		建請市政府於本市大甲區德化里東西七路、南北四路口設置交通號誌、大安區福住里東西五路、南北八路口設置交通號誌及大甲國中校門西側路肩設置iBike站案。 	照審查意見通過。 	['建請', '市政府', '大甲區', '德化里', '東西七路', '南北四路', '設置', '交通', '號誌', '大安區', '福住里', '東西五路', '南北八路', '設置', '交通', '號誌', '大甲', '國中', '校門', '西側', '路肩', '設置', 'iBike站']	台中市
45	林祈烽	交通		建請市政府編列預算，於西屯區西屯路三段179-150號前路口增設行車管制號誌案。 	照審查意見通過。 	['建請', '市政府', '編列', '預算', '西屯區', '西屯路', '三段', '179', '-150號', '路口', '增設', '行車', '管制', '號誌']	台中市
46	徐瑄灃	交通		國道高速公路潭子段工程期間，封路範圍不斷外擴，影響潭子區交通越來越大，建請市政府將周邊道路號誌同步調整，以疏導車流案。 	照審查意見通過。 	['國道', '高速', '公路', '潭子段', '工程', '期間', '範圍', '外擴', '影響', '潭子區', '交通', '越來越', '建請', '市政府', '周邊', '道路', '號誌', '同步', '調整', '疏導', '車流案']	台中市
47	王朝坤	交通		國道高速公路潭子段工程期間，封路範圍不斷外擴，影響潭子區交通越來越大，建請市政府將周邊道路號誌同步調整，以疏導車流案。 	照審查意見通過。 	['國道', '高速', '公路', '潭子段', '工程', '期間', '範圍', '外擴', '影響', '潭子區', '交通', '越來越', '建請', '市政府', '周邊', '道路', '號誌', '同步', '調整', '疏導', '車流案']	台中市
48	黃健豪	交通		國道高速公路潭子段工程期間，封路範圍不斷外擴，影響潭子區交通越來越大，建請市政府將周邊道路號誌同步調整，以疏導車流案。 	照審查意見通過。 	['國道', '高速', '公路', '潭子段', '工程', '期間', '範圍', '外擴', '影響', '潭子區', '交通', '越來越', '建請', '市政府', '周邊', '道路', '號誌', '同步', '調整', '疏導', '車流案']	台中市
49	吳瓊華	交通		建請市政府針對臺中市立龍津高級中等學校附近安排會勘，選擇合適的地點規劃增設iBike（公共自行車）租賃站案。 	照審查意見通過。 	['建請', '市政府', '針對', '臺中', '市立', '龍津', '高級', '中等', '學校', '附近', '安排', '會勘', '選擇', '合適', '地點', '規劃', '增設', 'iBike', '公共', '自行車', '租賃站']	台中市
50	林祈烽	交通		建請市政府編列預算，於西屯區永安社區籃球場（安和路與安和路189巷口對面）前增設臺中市公共自行車（iBike）租賃站案。 	照審查意見通過。 	['建請', '市政府', '編列', '預算', '西屯區', '永安', '社區', '籃球場', '安和路', '安和路', '189巷口', '對面', '增設', '臺中市', '公共', '自行車', 'iBike', '租賃站']	台中市
51	林祈烽	交通		建請市政府編列預算，於西屯區幸福兒童公園（大河里櫻城一街129號旁）前增設臺中市公共自行車（iBike）租賃站案。 	照審查意見通過。 	['建請', '市政府', '編列', '預算', '西屯區', '幸福', '兒童', '公園', '大河里', '櫻城一街', '129號', '增設', '臺中市', '公共', '自行車', 'iBike', '租賃站']	台中市
52	張家銨	交通		建請市政府評估制（訂）定共享運具經營管理相關法規，以合宜管理共享運具經營業者，並維護使用者權益及公共利益案。 	照審查意見通過。 	['建請', '市政府', '評估', '共享', '運具', '經營', '管理', '相關', '法規', '合宜', '管理', '共享', '運具', '經營', '業者', '維護', '使用', '權益', '公共', '利益']	台中市
53	黃健豪	交通		建請市政府評估制（訂）定共享運具經營管理相關法規，以合宜管理共享運具經營業者，並維護使用者權益及公共利益案。 	照審查意見通過。 	['建請', '市政府', '評估', '共享', '運具', '經營', '管理', '相關', '法規', '合宜', '管理', '共享', '運具', '經營', '業者', '維護', '使用', '權益', '公共', '利益']	台中市
54	張家銨	交通		建請市政府評估臺74線成功交流道（1.7K）北上出口匝道拓寬且增設一車道，並開放大客車以外之車輛左轉環河路案。 	照審查意見通過。 	['建請', '市政府', '評估', '臺74線', '成功', '交流道', '1.7', '北上', '出口', '匝道', '拓寬', '增設', '車道', '開放', '大客車', '以外', '車輛', '左轉', '環河路']	台中市
55	張家銨	交通		建請市政府訂定本市大眾運輸場站站名命名、更名及加註名稱相關法規，並納入公民參與及民間提案等機制，以確保站名名稱有所依循、避免爭議，並落實政府公開透明、公民參與之精神案（前述所指之大眾運輸場站，應包含捷運車站、公車站及iBike公共自行車租賃站）。 	照審查意見通過。 	['建請', '市政府', '訂定', '大眾', '運輸', '場站', '站名', '命名', '更名', '加註', '名稱', '相關', '法規', '納入', '公民', '參與', '民間', '提案', '機制', '確保', '站名', '名稱', '有所', '依循', '避免', '爭議', '落實', '政府', '公開', '透明', '公民', '參與', '精神案', '前述', '大眾', '運輸', '場站', '包含', '捷運', '車站', '公車站', 'iBike', '公共', '自行車', '租賃']	台中市
56	段緯宇	交通		建請市政府暫停興建大里區東榮立體停車場，以節省公帑，避免讓本市長期背負債務至永遠，並重新設計達到自給自足多功能多目標案。 	"照審查意見通過。 
附帶決議：請交通局再詳細評估。 "	['建請', '市政府', '暫停', '興建', '大里區', '東榮', '立體', '停車場', '節省', '公帑', '避免', '市長', '背負', '債務', '設計', '達到', '自給自足', '多功能', '多目標案']	台中市
57	吳顯森	交通		建請市政府暫停興建大里區東榮立體停車場，以節省公帑，避免讓本市長期背負債務至永遠，並重新設計達到自給自足多功能多目標案。 	"照審查意見通過。 
附帶決議：請交通局再詳細評估。 "	['建請', '市政府', '暫停', '興建', '大里區', '東榮', '立體', '停車場', '節省', '公帑', '避免', '市長', '背負', '債務', '設計', '達到', '自給自足', '多功能', '多目標案']	台中市
58	陳清龍	交通		建請市政府暫停興建大里區東榮立體停車場，以節省公帑，避免讓本市長期背負債務至永遠，並重新設計達到自給自足多功能多目標案。 	"照審查意見通過。 
附帶決議：請交通局再詳細評估。 "	['建請', '市政府', '暫停', '興建', '大里區', '東榮', '立體', '停車場', '節省', '公帑', '避免', '市長', '背負', '債務', '設計', '達到', '自給自足', '多功能', '多目標案']	台中市
59	朱元宏	交通		建請市政府暫停興建大里區東榮立體停車場，以節省公帑，避免讓本市長期背負債務至永遠，並重新設計達到自給自足多功能多目標案。 	"照審查意見通過。 
附帶決議：請交通局再詳細評估。 "	['建請', '市政府', '暫停', '興建', '大里區', '東榮', '立體', '停車場', '節省', '公帑', '避免', '市長', '背負', '債務', '設計', '達到', '自給自足', '多功能', '多目標案']	台中市
60	鄭功進	交通		建請交通局停車管理處針對已獲前瞻計畫補助之東區公兒30地下立體停車場，增設地下第3層，同時配合地方需求，增設區里活動中心，儘速完成都市計畫變更並協調民政局管用合一，增設地方里民活動中心案。 	照審查意見通過。 	['建請', '交通局', '停車', '管理處', '針對', '前瞻', '計畫', '補助', '東區', '公兒30', '地下', '立體', '停車場', '增設', '第3', '配合', '地方', '需求', '增設', '區里', '活動', '中心', '完成', '都市', '計畫', '變更', '協調', '民政局', '管用', '合一', '增設', '地方', '里民', '活動', '中心']	台中市
61	何敏誠	交通		建請市政府於現行鐵路高架化（自由路－泉源街路段）下方空間開闢汽（機）車停車場，以滿足地方民眾停車需求案。 	照審查意見通過。 	['建請', '市政府', '現行', '鐵路', '高架化', '自由路', '泉源街', '路段', '下方', '空間', '開闢', '停車場', '滿足', '地方', '民眾', '停車', '需求']	台中市
62	賴佳微	交通		建請市政府於現行鐵路高架化（自由路－泉源街路段）下方空間開闢汽（機）車停車場，以滿足地方民眾停車需求案。 	照審查意見通過。 	['建請', '市政府', '現行', '鐵路', '高架化', '自由路', '泉源街', '路段', '下方', '空間', '開闢', '停車場', '滿足', '地方', '民眾', '停車', '需求']	台中市
63	鄭功進	交通		建請市政府於現行鐵路高架化（自由路－泉源街路段）下方空間開闢汽（機）車停車場，以滿足地方民眾停車需求案。 	照審查意見通過。 	['建請', '市政府', '現行', '鐵路', '高架化', '自由路', '泉源街', '路段', '下方', '空間', '開闢', '停車場', '滿足', '地方', '民眾', '停車', '需求']	台中市
64	邱素貞	交通		建請市政府於現行鐵路高架化（自由路－泉源街路段）下方空間開闢汽（機）車停車場，以滿足地方民眾停車需求案。 	照審查意見通過。 	['建請', '市政府', '現行', '鐵路', '高架化', '自由路', '泉源街', '路段', '下方', '空間', '開闢', '停車場', '滿足', '地方', '民眾', '停車', '需求']	台中市
65	曾朝榮	交通		建請市政府於現有文心路上捷運站體旁200公尺內之樹穴間規劃設計機車停車格案。 	照審查意見通過。 	['建請', '市政府', '現有', '文心路', '捷運', '站體', '200', '樹穴', '規劃', '設計', '機車', '停車格']	台中市
66	李天生	交通		建請市政府於現有文心路上捷運站體旁200公尺內之樹穴間規劃設計機車停車格案。 	照審查意見通過。 	['建請', '市政府', '現有', '文心路', '捷運', '站體', '200', '樹穴', '規劃', '設計', '機車', '停車格']	台中市
67	周永鴻	交通		建請市政府於現有文心路上捷運站體旁200公尺內之樹穴間規劃設計機車停車格案。 	照審查意見通過。 	['建請', '市政府', '現有', '文心路', '捷運', '站體', '200', '樹穴', '規劃', '設計', '機車', '停車格']	台中市
68	沈佑蓮	稅務		921全倒戶地價稅無法以自用住宅稅率開徵案。 	照審查意見通過。 	['921', '地價稅', '自用', '住宅', '稅率', '開徵']	台中市
69	楊典忠	經發		建請市政府建置清水區中正街電線電纜地下化，以減少災害停電並維護市容景觀案。 	照審查意見通過。 	['建請', '市政府', '建置', '清水區', '中正街', '電線', '電纜', '地下化', '減少', '災害', '停電', '維護', '市容', '景觀']	台中市
70	鄭功進	經發		建請市政府建置清水區中正街電線電纜地下化，以減少災害停電並維護市容景觀案。 	照審查意見通過。 	['建請', '市政府', '建置', '清水區', '中正街', '電線', '電纜', '地下化', '減少', '災害', '停電', '維護', '市容', '景觀']	台中市
71	陳淑華	經發		建請市政府建置清水區中正街電線電纜地下化，以減少災害停電並維護市容景觀案。 	照審查意見通過。 	['建請', '市政府', '建置', '清水區', '中正街', '電線', '電纜', '地下化', '減少', '災害', '停電', '維護', '市容', '景觀']	台中市
72	曾朝榮	經發		建請9號步道停車場部分設置合法市集，以解決眾多違法攤商問題案。 	照審查意見通過。 	['建請', '9號', '步道', '停車場', '設置', '合法', '市集', '解決', '眾多', '違法', '攤商', '問題']	台中市
73	李天生	經發		建請9號步道停車場部分設置合法市集，以解決眾多違法攤商問題案。 	照審查意見通過。 	['建請', '9號', '步道', '停車場', '設置', '合法', '市集', '解決', '眾多', '違法', '攤商', '問題']	台中市
74	曾朝榮	農業		建請農業局補助農民碎竹機械設備，解決大型竹木銷毀作業，以利農民開墾新枝葉剷除老竹，維護山林的環保生態，並增進農產的發展案。 	照審查意見通過。 	['建請', '農業局', '補助', '農民', '機械', '設備', '解決', '大型', '竹木', '銷毀', '作業', '以利', '農民', '開墾', '枝葉', '剷除', '老竹', '維護', '山林', '環保', '生態', '增進', '農產', '發展案']	台中市
75	李天生	農業		建請農業局補助農民碎竹機械設備，解決大型竹木銷毀作業，以利農民開墾新枝葉剷除老竹，維護山林的環保生態，並增進農產的發展案。 	照審查意見通過。 	['建請', '農業局', '補助', '農民', '機械', '設備', '解決', '大型', '竹木', '銷毀', '作業', '以利', '農民', '開墾', '枝葉', '剷除', '老竹', '維護', '山林', '環保', '生態', '增進', '農產', '發展案']	台中市
76	沈佑蓮	教育		北新國中游泳池加頂棚案。 	照審查意見通過。 	['北新', '國中', '游泳池', '頂棚']	台中市
77	沈佑蓮	教育		逐年編列預算完成國中小教室設置冷氣案。 	照審查意見通過。 	['編列', '預算', '完成', '國中小', '教室', '設置', '冷氣']	台中市
78	陳清龍	教育		建請研議市立三所特殊教育學校其教師助理人員薪資及考核，比照教育部主管之國立特殊教育學校所頒布之要點，以保障本市教師助理員晉薪權益案。 	照審查意見通過。 	['建請', '研議', '市立', '特殊', '教育', '學校', '教師', '助理', '人員', '薪資', '考核', '比照', '教育部', '主管', '國立', '特殊', '教育', '學校', '頒布', '要點', '保障', '教師', '助理員', '晉薪', '權益案']	台中市
79	陳清龍	教育		建請研議豐原區豐東國中興建多功能活動中心，以提升教學環境，增進學生受教資源案。 	照審查意見通過。 	['建請', '研議', '豐原區', '豐東', '國中', '興建', '活動', '中心', '提升', '教學', '環境', '增進', '學生', '受教', '資源']	台中市
80	冉齡軒	教育		恢復中華文化，百善孝為德，推動五倫、三綱五常，完成「修身、齊家、治國、平天下」為宗旨案。 	照審查意見通過。 	['恢復', '中華', '文化', '百善', '推動', '五倫', '三綱', '五常', '完成', '修身', '齊家', '治國', '平天下', '宗旨案']	台中市
81	李天生	教育		建請繼續提供國民小學課後照顧老師年終慰問案。 	照審查意見通過。 	['建請', '繼續', '提供', '國民小學', '照顧', '老師', '慰問案']	台中市
82	黃馨慧	運動		建議市府運動局研擬設立「兒童運動館」，以利真正落實「全民運動」精神案。 	照審查意見通過。 	['建議', '市府', '運動局', '研擬', '設立', '兒童', '運動館', '以利', '落實', '全民', '運動', '精神案']	台中市
83	沈佑蓮	新聞		建請爭取於歌劇院舉辦大型活動案。 	照審查意見通過。 	['建請', '爭取', '歌劇院', '舉辦', '大型', '活動案']	台中市
84	林祈烽	建設		建請市政府編列預算，於西屯區安林路14之15號至福雅路411巷17之1號前增設側溝案。 	照審查意見通過。 	['建請', '市政府', '編列', '預算', '西屯區', '安林路', '14之15號', '福雅路', '411巷', '17之1號', '增設', '側溝']	台中市
85	黃馨慧	建設		建請市政府編列預算，於西屯區安林路14之15號至福雅路411巷17之1號前增設側溝案。 	照審查意見通過。 	['建請', '市政府', '編列', '預算', '西屯區', '安林路', '14之15號', '福雅路', '411巷', '17之1號', '增設', '側溝']	台中市
86	林祈烽	建設		建請市政府編列預算，重新整修西屯區上石碑段2400-2地號（教師新村小公園）設施及植栽等整體環境改善案。 	照審查意見通過。 	['建請', '市政府', '編列', '預算', '整修', '西屯區', '上石碑段', '2400', '-2', '地號', '教師', '新村', '公園', '設施', '植栽', '整體', '環境', '改善']	台中市
