	name	cat	situation	title	response	word	city
43	黃家齊	工務	照案通過。	有關中德里國際路一段與桃53線間空地雜草叢生、蚊蟲眾多，建請進行綠美化案。		['有關', '中德里', '國際路', '一段', '桃53線', '空地', '雜草叢生', '蚊蟲', '眾多', '建請', '進行', '美化']	桃園市
44	詹江村	民政	照案通過。	有關本市愛心敬老卡擴大使用，詳如說明，請准予辦理，提案審議。		['有關', '愛心', '敬老卡', '擴大', '使用', '說明', '准予', '辦理', '提案', '審議']	桃園市
45	黃家齊	警衛	照案通過。	有關民眾連續舉發交通違規，致使違規民眾收到連續罰單案。		['有關', '民眾', '舉發', '交通', '違規', '致使', '違規', '民眾', '收到', '連續', '罰單']	桃園市
46	徐其萬	警衛	照案通過。	有關申請臨時道路各項活動場地路權，建請研議改為各區公所做為申請單一窗口，便民作業。		['有關', '申請', '道路', '活動', '場地', '路權', '建請', '研議', '改為', '區公所', '做為', '申請', '單一', '窗口', '便民', '作業']	桃園市
47	黃家齊	民政	照案通過。	有關里面積、人口數不均，產生大小里資源分配不均案。		['有關', '面積', '人口數', '不均', '產生', '大小里', '資源', '分配', '不均']	桃園市
48	李柏坊	民政	照案通過。	有關勞資爭議事件發生，建請市府第一時間解決問題案。		['有關', '勞資', '爭議', '事件', '發生', '建請', '市府', '第一', '時間', '解決', '問題']	桃園市
49	徐其萬	工務	照案通過。	有關道路人孔蓋抗滑係數調高，目前全市改善作業進度應加強，以維機車族行車安全。		['有關', '道路', '人孔蓋', '係數', '調高', '改善', '作業', '進度', '加強', '機車族', '行車', '安全']	桃園市
50	黃家齊	工務	照案通過。	有關龍山里雙龍街29巷6號至35號道路拓寬案。		['有關', '龍山里', '雙龍街', '29巷', '6號', '35號', '道路', '拓寬案']	桃園市
51	郭麗華	工務	照案通過。	有關蘆竹區中正路至南崁路一段兩旁部分人行道破損嚴重，建請重新施作一案。		['有關', '蘆竹區', '中正路', '南崁路', '一段', '兩旁', '人行道', '破損', '嚴重', '建請', '施作']	桃園市
52	林俐玲	工務	照案通過。	污水下水道工程大型機具暫放道路上嚴重影響交通，本席要求廠商施工完後需移至他處停放。		['污水', '下水道', '工程', '大型', '機具', '道路', '嚴重', '影響', '交通', '要求', '廠商', '施工完', '他處', '停放']	桃園市
53	游吾和	建設	照案通過。	竹圍漁港2處入口意象牌樓，評估及進度說明。		['竹圍', '漁港', '入口', '意象', '牌樓', '評估', '進度', '說明']	桃園市
54	游吾和	工務	照案通過。	老街溪市區段沿岸，如何建置及整理人行步道或是自行車道，請市府說明。		['老街溪', '市區段', '沿岸', '建置', '整理', '人行', '步道', '或是', '自行車道', '市府', '說明']	桃園市
55	朱珍瑤	警衛	照案通過。	於八德區東泰新村翻新一案以整治安及住戶安全，請相關局處重視並研擬解決之道。		['八德區', '東泰', '新村', '翻新', '治安', '住戶', '安全', '相關', '局處', '重視', '研擬', '解決之道']	桃園市
56	陳美梅	工務	照案通過。	南崁都市計畫內兒十一公園尚有私人土地未完成，建請徵收開闢以滿足民眾休閒需求，讓兒十一公園更加完善。		['南崁', '都市', '計畫', '兒十一', '公園', '私人', '土地', '完成', '建請', '徵收', '開闢', '滿足', '民眾', '休閒', '需求', '兒十一', '公園', '更加', '完善']	桃園市
57	徐其萬	工務	照案通過。	南港客運園區汙水處理廠活化改善作業進度落後乙案，請說明。		['南港', '客運', '園區', '汙水', '處理', '活化', '改善', '作業', '進度', '落後', '乙案', '說明']	桃園市
58	郭麗華	工務	照案通過。	建請 規劃開闢蘆竹區中福里文中路文中段1168等地號農地主要求開闢道路方便通行一案詳如說明。		['建請', '規劃', '開闢', '蘆竹區', '中福里', '文中路', '文中段', '1168', '地號', '農地主', '要求', '開闢', '道路', '方便', '通行', '說明']	桃園市
59	李柏坊	工務	照案通過。	建請大溪中庄土丘風箏節增闢停車場及妥適規劃行車動線案。		['建請', '大溪', '中庄', '土丘', '增闢', '停車場', '妥適', '規劃', '行車', '動線']	桃園市
60	李柏坊	建設	照案通過。	建請大溪韭菜專業園區優質化案。		['建請', '大溪', '韭菜', '專業', '園區', '優質化']	桃園市
61	李柏坊	建設	照案通過。	建請大溪草厝江與新厝江開發產專區案。		['建請', '大溪', '草厝江', '新厝江', '開發', '專區']	桃園市
62	李柏坊	民政	照案通過。	建請大溪區各里未設有活動中心及集會所的里，請市府儘速設置案。		['建請', '大溪區', '設有', '活動', '中心', '集會所', '市府', '設置']	桃園市
63	李柏坊	工務	照案通過。	建請大溪橋頭及月眉停車場設置貨櫃型廁所案。		['建請', '大溪', '橋頭', '月眉', '停車場', '設置', '貨櫃型', '廁所']	桃園市
64	舒翠玲	工務	照案通過。	建請工務局儘速辦理平鎮區華安里新華北路、圳南路及龍福路道路定線規劃。		['建請', '工務局', '辦理', '平鎮區', '華安里', '新華北路', '圳南路', '龍福路', '道路', '定線', '規劃']	桃園市
65	梁為超	教育	照案通過。	建請中壢區建置智慧學習教室。		['建請', '中壢區', '建置', '智慧', '學習', '教室']	桃園市
66	李柏坊	工務	照案通過。	建請公寓大廈評比結果應提供房仲業者，以利推廣評估考量案。		['建請', '公寓', '大廈', '評比', '結果', '提供', '房仲', '業者', '以利', '推廣', '評估', '考量案']	桃園市
67	李柏坊	教育	照案通過。	建請以宜蘭綠博概念建構大漢溪永續經營園區案。		['建請', '宜蘭', '綠博', '概念', '建構', '大漢溪', '永續', '經營', '園區']	桃園市
68	李柏坊	民政	照案通過。	建請加強大溪地區無線上網基地台，提升網路流暢度案。		['建請', '加強', '大溪', '地區', '無線', '上網', '基地台', '提升', '網路', '流暢度']	桃園市
69	魯明哲	教育	照案通過。	建請加強私立安親補習班的安全性。		['建請', '加強', '私立', '安親', '補習班', '安全性']	桃園市
70	蘇家明	民政	照案通過。	建請加強輔導宗教寺廟合法化。		['建請', '加強', '輔導', '宗教', '寺廟', '合法化']	桃園市
71	李柏坊	工務	照案通過。	建請加速大溪和平老街汙水下水道工程建構案。		['建請', '加速', '大溪', '和平', '老街', '汙水', '下水道', '工程', '建構案']	桃園市
72	李柏坊	工務	照案通過。	建請加速完成捷運綠線延伸大溪規劃案。		['建請', '完成', '捷運', '綠線', '延伸', '大溪', '規劃案']	桃園市
73	李光達	民政	照案通過。	建請加速桃園市殯葬所桃園殯儀館立體殯葬大樓之都計程序並儘早完成興建。		['建請', '加速', '桃園市', '殯葬所', '桃園', '殯儀館', '立體', '殯葬', '大樓', '都計', '程序', '完成', '興建']	桃園市
74	李柏坊	教育	照案通過。	建請加速推動大溪月眉三級棒球場用地案。		['建請', '推動', '大溪', '月眉', '棒球場', '用地案']	桃園市
75	李柏坊	工務	照案通過。	建請加速推動大溪區瑞源段1438地號規劃公園案，即可供休憩空間。		['建請', '推動', '大溪區', '瑞源段', '1438', '地號', '規劃', '公園案', '休憩', '空間']	桃園市
76	李柏坊	工務	照案通過。	建請加速推動大溪捷運綠線、埔頂轉運站及大漢溪水岸堤防道路案。		['建請', '推動', '大溪', '捷運', '綠線', '埔頂', '轉運站', '大漢溪', '水岸', '堤防', '道路']	桃園市
77	李柏坊	教育	照案通過。	建請加速推動大漢溪水、陸、空運動休閒三度空間場域案。		['建請', '推動', '大漢溪', '運動', '休閒', '空間', '場域']	桃園市
78	李柏坊	民政	照案通過。	建請加速推動埔頂公園興建圖書館及親子館案。		['建請', '推動', '埔頂', '公園', '興建', '圖書館', '親子館']	桃園市
79	李柏坊	工務	照案通過。	建請加速推動埔頂營區都市計畫案。		['建請', '推動', '埔頂', '營區', '都市', '計畫']	桃園市
80	林俐玲	工務	照案通過。	建請加速辦理有關振興路23巷計畫道路開闢工程，納入年度開瓶計畫，編列徵收預算。		['建請', '辦理', '有關', '振興路', '23巷', '計畫', '道路', '開闢', '工程', '納入', '年度', '開瓶', '計畫', '編列', '徵收', '預算']	桃園市
81	林俐玲	工務	照案通過。	建請加速辦理桃園市危老建築重建。		['建請', '辦理', '桃園市', '危老', '建築', '重建']	桃園市
82	朱珍瑤	工務	照案通過。	建請市府大力推動共融式遊具。		['建請', '市府', '推動', '共融式', '遊具']	桃園市
83	朱珍瑤	工務	照案通過。	建請市府加強輔導公寓大廈管理委員會成立。		['建請', '市府', '加強', '輔導', '公寓', '大廈', '管理', '委員會', '成立']	桃園市
84	周玉琴	工務	照案通過。	建請市府加速一般道路開闢。		['建請', '市府', '加速', '一般', '道路', '開闢']	桃園市
85	萬美玲	工務	照案通過。	建請市府加速中平里兒7公園建設。		['建請', '市府', '加速', '中平', '里兒', '公園', '建設']	桃園市
86	萬美玲	工務	照案通過。	建請市府加速中原里公2公園預定地徵收開發及兒8公園建設。		['建請', '市府', '加速', '中原里', '公2', '公園', '預定地', '徵收', '開發', '兒8', '公園', '建設']	桃園市
87	萬美玲	教育	照案通過。	建請市府加速市3簡易公園增設國民運動中心案。		['建請', '市府', '加速', '市3', '簡易', '公園', '增設', '國民', '運動', '中心']	桃園市
88	朱珍瑤	工務	照案通過。	建請市府加速桃園社會住宅興建與供給。		['建請', '市府', '加速', '桃園', '社會', '住宅', '興建', '供給']	桃園市
89	萬美玲	工務	照案通過。	建請市府打通吉昌街以俾分流中山路車潮。		['建請', '市府', '打通', '吉昌街', '分流', '中山路', '車潮']	桃園市
90	萬美玲	工務	照案通過。	建請市府打通朝陽街一段連接中山東路。		['建請', '市府', '打通', '朝陽街', '一段', '連接', '中山東路']	桃園市
91	萬美玲	工務	照案通過。	建請市府打通龍泉五街，以俾銜接龍祥街及龍壽街。		['建請', '市府', '打通', '龍泉', '五街', '銜接', '龍祥街', '龍壽街']	桃園市
92	林俐玲	工務	照案通過。	建請市府立即開闢楓樹七街至長壽路段。		['建請', '市府', '開闢', '楓樹', '七街', '長壽', '路段']	桃園市
93	郭麗華	工務	照案通過。	建請市府在綠線捷運都市計畫規劃南崁高中學校用地在蘆竹區案。		['建請', '市府', '綠線', '捷運', '都市', '計畫', '規劃', '南崁', '高中', '學校', '用地', '蘆竹區']	桃園市
94	李柏坊	工務	照案通過。	建請市府成立本市河川專責單位，負責本市河川管理案。		['建請', '市府', '成立', '河川', '專責', '單位', '負責', '河川', '管理']	桃園市
95	朱珍瑤	警衛	照案通過。	建請市府改善八德區治安。		['建請', '市府', '改善', '八德區', '治安']	桃園市
96	朱珍瑤	工務	照案通過。	建請市府改善八德區淹水情形。		['建請', '市府', '改善', '八德區', '淹水', '情形']	桃園市
97	朱珍瑤	民政	照案通過。	建請市府於八德大安公墓導入智慧管理。		['建請', '市府', '八德', '大安', '公墓', '導入', '智慧', '管理']	桃園市
98	朱珍瑤	教育	照案通過。	建請市府於八德文小二用地規劃建校。		['建請', '市府', '八德', '文小二', '用地', '規劃']	桃園市
99	朱珍瑤	民政	照案通過。	建請市府於各公所、戶所及地所配置兒童座椅。		['建請', '市府', '公所', '戶所', '地所', '配置', '兒童', '座椅']	桃園市
100	朱珍瑤	工務	照案通過。	建請市府於夏季期間縮短紅綠燈秒數。		['建請', '市府', '期間', '縮短', '紅綠燈', '秒數']	桃園市
101	朱珍瑤	教育	照案通過。	建請市府於圖書館內增設動漫專區。		['建請', '市府', '圖書館', '增設', '動漫', '專區']	桃園市
102	陳治文	教育	照案通過。	建請市府研擬在台七線大三民地區辦理客家等文化活動。		['建請', '市府', '研擬', '台七線', '大三民', '地區', '辦理', '客家', '文化', '活動']	桃園市
103	陳治文	教育	照案通過。	建請市府研擬在台七線大三民地區辦理閩南文化活動。		['建請', '市府', '研擬', '台七線', '大三民', '地區', '辦理', '閩南', '文化', '活動']	桃園市
104	王浩宇	警衛	照案通過。	建請市府研擬對超商、騎樓周遭公告納為禁菸場所。		['建請', '市府', '研擬', '超商', '騎樓', '周遭', '公告', '納為', '禁菸', '場所']	桃園市
105	王浩宇	工務	照案通過。	建請市府研議中壢區公園增設沙坑設施，以利居民親子同樂交流。		['建請', '市府', '研議', '中壢區', '公園', '增設', '沙坑', '設施', '以利', '居民', '親子', '交流']	桃園市
106	朱珍瑤	工務	照案通過。	建請市府研議抽水站之預抽機制及即時監控。		['建請', '市府', '研議', '抽水站', '機制', '監控']	桃園市
107	朱珍瑤	建設	照案通過。	建請市府研議樹木銀行飽和後之配套。		['建請', '市府', '研議', '樹木', '銀行', '飽和', '配套']	桃園市
108	李柏坊	工務	照案通過。	建請市府重新粉刷復興橋及優化周邊環境案。		['建請', '市府', '粉刷', '復興橋', '優化', '周邊', '環境']	桃園市
109	朱珍瑤	民政	照案通過。	建請市府針對未立案宗教場所加強輔導。		['建請', '市府', '針對', '立案', '宗教', '場所', '加強', '輔導']	桃園市
110	朱珍瑤	民政	照案通過。	建請市府針對居服中心媒合率低之情形詳加檢討。		['建請', '市府', '針對', '居服', '中心', '媒合率', '情形', '檢討']	桃園市
111	朱珍瑤	民政	照案通過。	建請市府針對社區設置安養中心加以鼓勵。		['建請', '市府', '針對', '社區', '設置', '安養', '中心', '鼓勵']	桃園市
112	朱珍瑤	民政	照案通過。	建請市府針對斜槓青年各項困難加以輔導。		['建請', '市府', '針對', '斜槓', '青年', '困難', '輔導']	桃園市
113	朱珍瑤	警衛	照案通過。	建請市府針對詐欺犯罪加強防範。		['建請', '市府', '針對', '詐欺', '犯罪', '加強', '防範']	桃園市
114	周玉琴	工務	照案通過。	建請市府將有關公設查驗的部分恢復由區公所現場查驗。		['建請', '市府', '有關', '公設', '查驗', '恢復', '區公所', '現場', '查驗']	桃園市
115	朱珍瑤	民政	照案通過。	建請市府將青年諮詢委員會改為青年議會。		['建請', '市府', '青年', '諮詢', '委員會', '改為', '青年', '議會']	桃園市
116	朱珍瑤	教育	照案通過。	建請市府推動食農教育。		['建請', '市府', '推動', '教育']	桃園市
117	朱珍瑤	民政	照案通過。	建請市府推動聯合國永續發展目標地方自願檢視報告。		['建請', '市府', '推動', '聯合國', '永續', '發展', '目標', '地方', '自願', '檢視', '報告']	桃園市
118	朱珍瑤	教育	照案通過。	建請市府規劃兒童專屬節日及活動。		['建請', '市府', '規劃', '兒童', '專屬', '節日', '活動']	桃園市
119	萬美玲	工務	照案通過。	建請市府規劃整新中泰里霖園兒童公園。		['建請', '市府', '規劃', '新中', '泰里', '霖園', '兒童', '公園']	桃園市
120	陳治文	警衛	照案通過。	建請市府提出毒品聯防網絡平台並針對防治宣導、稽核管制及查察作業等提出相關辦法及近年成效說明。		['建請', '市府', '提出', '毒品', '聯防', '網絡', '平台', '針對', '防治', '宣導', '稽核', '管制', '查察', '作業', '提出', '相關', '辦法', '成效', '說明']	桃園市
121	陳治文	工務	照案通過。	建請市府評估將埔頂公園提升為市級公園。		['建請', '市府', '評估', '埔頂', '公園', '提升為', '市級', '公園']	桃園市
122	朱珍瑤	工務	照案通過。	建請市府落實老屋健檢後續處置作為。		['建請', '市府', '落實', '老屋', '健檢', '後續', '處置', '作為']	桃園市
123	朱珍瑤	民政	照案通過。	建請市府落實推動智慧城市並應用於市政上。		['建請', '市府', '落實', '推動', '智慧', '城市', '應用', '市政']	桃園市
124	朱珍瑤	教育	照案通過。	建請市府落實游泳池安全管理。		['建請', '市府', '落實', '游泳池', '安全', '管理']	桃園市
125	朱珍瑤	警衛	照案通過。	建請市府落實學校消防設備檢查。		['建請', '市府', '落實', '學校', '消防', '設備', '檢查']	桃園市
126	朱珍瑤	建設	照案通過。	建請市府落實樹木保護條例執行情形。		['建請', '市府', '落實', '樹木', '保護', '條例', '執行', '情形']	桃園市
127	張桂綿	工務	照案通過。	建請市府試辦【139】（桃園-新庄廟）繞經中興路之運輸路線，以嘉惠該地區民眾往返桃園之需求。		['建請', '市府', '試辦', '139', '桃園', '新庄廟', '中興路', '運輸', '路線', '嘉惠', '地區', '民眾', '往返', '桃園', '需求']	桃園市
128	朱珍瑤	民政	照案通過。	建請市府維持本市原有比中央優渥之托育補助。		['建請', '市府', '維持', '原有', '中央', '優渥', '托育', '補助']	桃園市
129	朱珍瑤	工務	照案通過。	建請市府維持本市原有比中央優渥之租屋補貼。		['建請', '市府', '維持', '原有', '中央', '優渥', '租屋', '補貼']	桃園市
130	朱珍瑤	民政	照案通過。	建請市府輔導尚未加入之托育人員加入準公共化。		['建請', '市府', '輔導', '加入', '托育', '人員', '加入', '準公共化']	桃園市
131	朱珍瑤	教育	照案通過。	建請市府增加公立幼兒園設置。		['建請', '市府', '增加', '公立', '幼兒園', '設置']	桃園市
132	陳治文	民政	照案通過。	建請市府盤點並利用閒置公有館舍增設育兒設施。		['建請', '市府', '盤點', '利用', '閒置', '公有', '館舍', '增設', '育兒', '設施']	桃園市
133	朱珍瑤	教育	照案通過。	建請市府儘速完成八德兒童玩具圖書館。		['建請', '市府', '完成', '八德', '兒童', '玩具', '圖書館']	桃園市
134	朱珍瑤	警衛	照案通過。	建請市府儘速完成各大隊轄區公共場所平面搶救圖之繪製。		['建請', '市府', '完成', '大隊', '轄區', '公共', '場所', '平面', '搶救', '繪製']	桃園市
135	朱珍瑤	民政	照案通過。	建請市府儘速改善八德照管中心人員負擔過大問題。		['建請', '市府', '改善', '八德', '照管', '中心', '人員', '負擔', '問題']	桃園市
136	朱珍瑤	警衛	照案通過。	建請市府儘速針對白玉及竹圍海岸線髒亂情形加以改進。		['建請', '市府', '針對', '白玉', '竹圍', '海岸線', '髒亂', '情形', '改進']	桃園市
137	朱珍瑤	警衛	照案通過。	建請市府儘速推動八德桃園國軍總醫院轉型八德門診中心。		['建請', '市府', '推動', '八德', '桃園', '國軍', '總醫院', '轉型', '八德', '門診', '中心']	桃園市
138	朱珍瑤	警衛	照案通過。	建請市府儘速推動八德區長榮醫院案。		['建請', '市府', '推動', '八德區', '長榮', '醫院']	桃園市
